,Unnamed: 0,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,ABSLFC,FC,ProteinSymbol
10,MAP_3267c,3036.29207105908,2.8492120633959,0.150283549060756,18.9589085512216,3.72800193832976e-80,1.4454480242705898e-77,2.8492120633959,7.20606698897608,Hypothetical Protein
11,MAP_3834,23665.888007456,1.7198440250178,0.0910191661733453,18.89540519128,1.24428622501162e-79,4.4224006247288e-77,1.7198440250178,3.29400792270048,Hypothetical Protein
12,MAP_3998c,2474.56211497553,-2.83801445651519,0.152686758593086,-18.587168151749,4.0816672767661295e-77,1.3391008411852e-74,2.83801445651519,-7.15035294855517,Hypothetical Protein
13,MAP_3694c,38155.9542091967,2.2846734066327,0.127405407819521,17.9323110826591,6.59792255880234e-72,2.01000997952086e-69,2.2846734066327,4.87253789800489,fadE5
14,MAP_1232,1965.14386172587,-3.1010207585968,0.175514283300028,-17.6681960025774,7.371681264156649e-70,2.0960147061085402e-67,3.1010207585968,-8.58025639292969,epiA
15,MAP_0393,705.071585631695,-2.13783900970056,0.127609006477394,-16.7530417226412,5.380355270283399e-63,1.4342009517349202e-60,2.13783900970056,-4.40102329999456,whiB4
16,MAP_2149c,284.573385644862,-5.7256928632752,0.343283670659769,-16.6791879505098,1.8572641250806598e-62,4.6595479373347e-60,5.7256928632752,-52.9182285688807,Hypothetical Protein
17,MAP_2452c,3625.18778124787,-1.33813801299576,0.0808779262940659,-16.5451573044837,1.7351093901716802e-61,4.1112453050456705e-59,1.33813801299576,-2.52824804593644,atpG
18,MAP_0455,1776.88540334501,2.03578267977464,0.123169756495452,16.5282674716485,2.2965012874948002e-61,5.1550410479817505e-59,2.03578267977464,4.10045123396295,Hypothetical Protein
19,MAP_3262c,2021.72986902313,3.35332718405518,0.203327938074521,16.4922106416393,4.1739458659735803e-61,8.90093955918866e-59,3.35332718405518,10.2200275771467,glgX
20,MAP_2451c,5002.38592036647,-1.67755227145452,0.102104525343425,-16.4297543699668,1.17132436508135e-60,2.37890400812951e-58,1.67755227145452,-3.19884762320933,atpD
21,MAP_0856c,546.847195388725,-2.23459019283946,0.139584902438025,-16.0088244058602,1.10885153752809e-57,2.14965991252605e-55,2.23459019283946,-4.70628990591015,Hypothetical Protein
22,MAP_0339c,1343.14256621353,1.95976041762343,0.124706951630432,15.714925206665,1.1952216670746198e-55,2.21635670003186e-53,1.95976041762343,3.88997374421582,Hypothetical Protein
23,MAP_0522,1589.35789704298,-1.41267553780294,0.0899512068328686,-15.704909222927,1.3997790911209e-55,2.48752409317943e-53,1.41267553780294,-2.6623044067249,Hypothetical Protein
24,MAP_1003c,13954.3580624475,-1.41292578771417,0.0918461409431595,-15.3836162652559,2.10835705948225e-53,3.59685714347671e-51,1.41292578771417,-2.66276625015615,PE
25,MAP_0480,575.374398850122,2.56970178614934,0.170360338195166,15.0839204322633,2.0662666569643e-51,3.3894720353664397e-49,2.56970178614934,5.93686696911721,Hypothetical Protein
26,MAP_3363c,2094.51299872977,2.96932676963365,0.197709987844509,15.018597704679,5.54687804455214e-51,8.76201291111662e-49,2.96932676963365,7.83170687960635,Hypothetical Protein
27,MAP_0180,23449.779467349,2.11979856838335,0.141300877952841,15.0020197970095,7.12186485857202e-51,1.08481262935034e-48,2.11979856838335,4.34633256514811,Hypothetical Protein
28,MAP_0479,931.871515753878,2.33170742530772,0.156105832786915,14.9367091778723,1.9013569937840999e-50,2.79630606154799e-48,2.33170742530772,5.03400770720897,Hypothetical Protein
29,MAP_2264c,3497.97267567548,1.51228434192384,0.101787042061537,14.8573365655873,6.23553627638365e-50,8.86485407292542e-48,1.51228434192384,2.85261360323255,obg
30,MAP_0179c,1589.24866448964,2.28362861284629,0.15411513610784,14.8176789802681,1.12608641313536e-49,1.54927695226527e-47,2.28362861284629,4.8690105036122,Hypothetical Protein
31,MAP_1699,4080.08808385494,2.42707651759656,0.164298523045362,14.7723574905567,2.2085064283368098e-49,2.94352497401765e-47,2.42707651759656,5.37802520851246,thiI
32,MAP_3263c,613.154190121219,4.04273194299023,0.276501173017476,14.6210299901141,2.062561959546e-48,2.66570507801929e-46,4.04273194299023,16.4810007546859,Hypothetical Protein
33,MAP_1007,1493.04926008421,2.19126020932407,0.152685885847048,14.3514261136039,1.04368758611733e-46,1.30921398670307e-44,2.19126020932407,4.56704248135064,Hypothetical Protein
34,MAP_0128c,2434.59997116365,2.00687454330359,0.141618610144511,14.1709803623671,1.3855265327350101e-45,1.6883630463185198e-43,2.00687454330359,4.01910576524031,Hypothetical Protein
35,MAP_0102,28711.1638677122,1.42182483715286,0.100444209095827,14.1553689351707,1.73027288781177e-45,2.04989274069922e-43,1.42182483715286,2.67924188861409,Hypothetical Protein
36,MAP_3372c,3187.72198604232,-1.32047381968825,0.0948345181278457,-13.9239787975527,4.52969445169721e-44,5.22139103688881e-42,1.32047381968825,-2.49748120283569,whiB2
37,MAP_0477,1326.70414308355,2.24631425458551,0.163994331112241,13.6975116112281,1.0506358476654298e-42,1.1792004974455399e-40,2.24631425458551,4.74469139597455,Hypothetical Protein
38,MAP_2455c,7642.01440589036,-1.4533067409048,0.106270890710005,-13.6754922368216,1.4224146186580098e-42,1.55553803809651e-40,1.4533067409048,-2.73834978289556,atpF
39,MAP_2453c,7408.52985713696,-1.49679182085969,0.109819584845308,-13.6295527156479,2.6721301103649e-42,2.84915873017658e-40,1.49679182085969,-2.82214442542512,atpA
40,MAP_0141,1070.97410138706,3.30198509708381,0.243343779372972,13.5692192567737,6.09679793988264e-42,6.3421568813657295e-40,3.30198509708381,9.86271672216533,Hypothetical Protein
41,MAP_0072c,6623.34634904554,-1.53595982985009,0.113686001458149,-13.5105449232948,1.3551465255730998e-41,1.37611903132602e-39,1.53595982985009,-2.89981292274671,Hypothetical Protein
42,MAP_1609c,8056.91121446216,-1.23279396803678,0.0913215685967409,-13.4994830572892,1.57477213976319e-41,1.56195422699768e-39,1.23279396803678,-2.35021699726791,fbpB
43,MAP_3714,3062.10396821319,-1.20708092087108,0.0902503098953179,-13.3748119233184,8.48680941310753e-41,8.22641866975082e-39,1.20708092087108,-2.30870032657336,fadD2
44,MAP_0887c,7060.94032691572,-1.12326554755958,0.0851956683127865,-13.1845382494757,1.0771146524564001e-39,1.02086533171701e-37,1.12326554755958,-2.17839495686526,Hypothetical Protein
45,MAP_3266c,2094.9573340582,3.2560204782328,0.24778090222507,13.1407241195498,1.92376922211047e-39,1.78366863745677e-37,3.2560204782328,9.55344110127883,Hypothetical Protein
46,MAP_2620c,1075.32018335516,1.78162204840558,0.13724174238619,12.9816338486304,1.55527060677764e-38,1.41132534849078e-36,1.78162204840558,3.43812512043125,narG
47,MAP_1894c,5894.20514049122,-1.84451207070367,0.143559853459468,-12.8483836271429,8.78261961743276e-38,7.80372347257307e-36,1.84451207070367,-3.59131467901531,ftsZ
48,MAP_4201,1209.24109157485,2.15772665875177,0.169070167059274,12.7623145838336,2.66172804161238e-37,2.3167898158115902e-35,2.15772665875177,4.4621117920025,sigL
49,MAP_0855,1396.99745761433,-1.58939936413002,0.125458049687999,-12.6687714983829,8.80830475710774e-37,7.513483957812899e-35,1.58939936413002,-3.00924039976389,Hypothetical Protein
50,MAP_1316c,8750.70908326445,-1.1844682481624,0.0936767232923887,-12.6442109259669,1.2042748739928599e-36,9.91178146967252e-35,1.1844682481624,-2.27279607969317,appC
51,MAP_1497c,701.413330362143,2.80490487103379,0.221837924926179,12.6439375592211,1.20847042537625e-36,9.91178146967252e-35,2.80490487103379,6.98812236671029,Hypothetical Protein
52,MAP_1891c,1071.1005021973,-1.98930798654751,0.158392912183429,-12.5593245248484,3.53336312794795e-36,2.84335730956566e-34,1.98930798654751,-3.97046502317645,Hypothetical Protein
53,MAP_3952,2454.49014429899,-1.26866710422074,0.101185523780911,-12.53802971824,4.62348095498672e-36,3.65169375426266e-34,1.26866710422074,-2.40938860961045,Hypothetical Protein
54,MAP_2104,1605.55124339208,-2.57879260234426,0.20752373820783,-12.4264945524529,1.8768565379130802e-35,1.45541693349078e-33,2.57879260234426,-5.97439490502491,fdhF
55,MAP_3712,625.112419300714,-3.1833066948302,0.256815189348647,-12.3953209422851,2.7703434790132997e-35,2.10991338178424e-33,3.1833066948302,-9.08386770282132,narU
56,MAP_2728,612.672661328959,2.25407010059406,0.182759073675621,12.3335605464646,5.97471125719924e-35,4.4705514933254e-33,2.25407010059406,4.770267271117,Hypothetical Protein
57,MAP_3626c,5250.66953227974,-2.28838880429058,0.187814384545958,-12.1843106417156,3.7682612458959297e-34,2.77097141616313e-32,2.28838880429058,-4.88510240153855,Hypothetical Protein
58,MAP_4320,636.860144871283,4.31294482275638,0.356234157944702,12.1070501707078,9.69172459218505e-34,7.00596701452021e-32,4.31294482275638,19.8758523231431,Hypothetical Protein
59,MAP_1331c,2365.12559695992,1.87232082877348,0.15522319501379,12.0621201529007,1.67416850565999e-33,1.19005477943998e-31,1.87232082877348,3.66121076774968,Hypothetical Protein
60,MAP_3355c,15694.8230076764,-1.02840163520893,0.0855482675107104,-12.0213028870536,2.7460700291912598e-33,1.9199981433607802e-31,1.02840163520893,-2.03976314133882,Hypothetical Protein
61,MAP_1669c,179.059663221904,-3.0060557366007,0.250197443676714,-12.0147340133695,2.97324788873243e-33,2.04530681378126e-31,3.0060557366007,-8.03365070930786,furA
62,MAP_3703,556.366797430172,-1.98887457089063,0.16564037975997,-12.0071843216775,3.25748068117329e-33,2.20526271511176e-31,1.98887457089063,-3.96927239189133,nirD
63,MAP_2411,1265.09185373144,1.72008608812626,0.14363639449506,11.9752803192607,4.7881649333377396e-33,3.1908630376071e-31,1.72008608812626,3.29456065537832,Hypothetical Protein
64,MAP_2718c,298.482490504383,3.20511967931516,0.26845793215997,11.9390015915241,7.41073875403556e-33,4.862584736301799e-31,3.20511967931516,9.22225577839126,Hypothetical Protein
65,MAP_0210c,4746.17183896496,-1.40843959709055,0.118808584753345,-11.8546955172859,2.0346245614832e-32,1.31479905374634e-30,1.40843959709055,-2.6544989983796,pirG
66,MAP_0095c,1308.29349115331,1.4793755003242,0.125613638879966,11.7771884766261,5.11715588716418e-32,3.25741341175451e-30,1.4793755003242,2.78828010809501,nuoI
67,MAP_1561c,10321.5128908619,1.41752588206742,0.121241179018422,11.6917856914938,1.4040311293470901e-31,8.80616583333138e-30,1.41752588206742,2.67127014363713,ndh
68,MAP_0530c,848.460900479456,-1.24090613379825,0.106628029346543,-11.6377104725933,2.65034894452932e-31,1.63822293455327e-29,1.24090613379825,-2.36346931424209,Hypothetical Protein
69,MAP_3264c,2457.13728764641,2.50693766800291,0.217473646907558,11.5275469172987,9.58356118543494e-31,5.83912692226857e-29,2.50693766800291,5.684122583494,Hypothetical Protein
70,MAP_1023,2657.24887834762,1.30332077457677,0.114918611119038,11.341250663278,8.196461764383869e-30,4.92364921480242e-28,1.30332077457677,2.46796301537197,lipU
71,MAP_1935,3901.01433763042,-1.34423225373869,0.119918996020478,-11.2095022335673,3.66247216951454e-29,2.16950608374715e-27,1.34423225373869,-2.53895047468345,qcrB
72,MAP_3702,3400.98608008506,-1.650755842346,0.147980354675074,-11.1552364229064,6.75131187475432e-29,3.94443084189413e-27,1.650755842346,-3.13998102816107,nirB
73,MAP_3660,2310.49347838596,-1.08756444205823,0.0975258810316873,-11.1515469591592,7.037215376085369e-29,4.05590859175731e-27,1.08756444205823,-2.12514965693594,Hypothetical Protein
74,MAP_1404,841.77360795595,-1.79049915001783,0.161395281631617,-11.0938754337603,1.34338908488127e-28,7.63940592935818e-27,1.79049915001783,-3.4593455979108,Hypothetical Protein
75,MAP_0140,344.305817550554,3.53890436712229,0.319679621532648,11.0701593994501,1.7508889492179898e-28,9.82571232686147e-27,3.53890436712229,11.6229499128876,Hypothetical Protein
76,MAP_2725c,11400.7833693056,6.08639423365247,0.550253804727957,11.0610670591575,1.93778336156447e-28,1.07333065416526e-26,6.08639423365247,67.9496508897899,Hypothetical Protein
77,MAP_1715,447.758739124281,3.58321607930268,0.326151455304451,10.9863562496076,4.44511277985001e-28,2.4305648725718298e-26,3.58321607930268,11.9854824637208,fadB
78,MAP_2168c,1234.02284174439,1.97998577782828,0.180444396374798,10.972830509603,5.16303521366195e-28,2.78738546661623e-26,1.97998577782828,3.94489192880742,Hypothetical Protein
79,MAP_1519,289.263112160952,-2.66112957707309,0.242715955155553,-10.9639664000153,5.6947514570484e-28,3.03601437053893e-26,2.66112957707309,-6.32528101865124,Hypothetical Protein
80,MAP_2942c,813.347510843008,2.01789833151235,0.184859888178103,10.9158257716147,9.68451537463984e-28,5.09931581146159e-26,2.01789833151235,4.0499338155459,mpt53
81,MAP_3342,12891.5183894182,-1.01535578759565,0.0930893492309484,-10.907325016062,1.0633946476872e-27,5.53094899071452e-26,1.01535578759565,-2.02140133569855,Hypothetical Protein
82,MAP_1653,1114.36635072278,-1.07012371956448,0.0983479361769043,-10.8809982310111,1.41999312492056e-27,7.296711659983339e-26,1.07012371956448,-2.0996134136953,tpx
83,MAP_1133,483.856754541583,2.90096394109226,0.266826708646798,10.8720898136637,1.56572750637947e-27,7.94979501751006e-26,2.90096394109226,7.46925286951047,fmt
84,MAP_2450c,2011.98110932423,-1.61420110886119,0.14887532263242,-10.8426371833747,2.16148825833986e-27,1.08455852021406e-25,1.61420110886119,-3.06142026588729,atpC
85,MAP_3274,278.20978726519,2.90090046846442,0.267655677591931,10.8381802118434,2.2694030268603598e-27,1.1254655708790002e-25,2.90090046846442,7.46892426043835,Hypothetical Protein
86,MAP_1228,2684.87320012133,-0.92528837046471,0.0855533027208573,-10.815343663397,2.91199208629698e-27,1.42754554575364e-25,0.92528837046471,-1.89906379486668,lipL
87,MAP_0538c,754.764296302064,-1.77671669332106,0.164669577525611,-10.7895867592465,3.85519123168289e-27,1.86845347762813e-25,1.77671669332106,-3.42645488900431,Hypothetical Protein
88,MAP_2619c,598.200117976194,1.39370227824768,0.130782414396911,10.6566489437788,1.62341835291136e-26,7.779639635019051e-25,1.39370227824768,2.62752096999928,narH
89,MAP_2843c,1482.68287287108,1.73995060538558,0.163706310735947,10.628488282239,2.19643820206377e-26,1.04086765908911e-24,1.73995060538558,3.34023731358665,Hypothetical Protein
90,MAP_3700c,3151.07015047925,-1.92574589359551,0.181594422481277,-10.6046533108365,2.8351351461925e-26,1.32877487895725e-24,1.92574589359551,-3.79933228424607,Hypothetical Protein
91,MAP_0543c,295.700912560706,-1.86218482863441,0.176339758522333,-10.5602097010843,4.5564279088290797e-26,2.11230054686479e-24,1.86218482863441,-3.6355782024146,Hypothetical Protein
92,MAP_1315c,2409.74409727501,-1.2422524844087,0.118139465307267,-10.5151354898869,7.35749777580247e-26,3.37416430255887e-24,1.2422524844087,-2.36567597850905,cydB
93,MAP_2454c,4328.01233879318,-1.43361796646139,0.136785128015007,-10.4808029006202,1.0584132492746901e-25,4.8022686256984504e-24,1.43361796646139,-2.70123277314055,atpH
94,MAP_3269,1027.26393865776,2.3227057926079,0.221652990522753,10.4790185195786,1.0785723888810801e-25,4.8422223563976804e-24,2.3227057926079,5.00269602150361,Hypothetical Protein
95,MAP_0465,1557.87320797338,1.86208604009387,0.17804038029525,10.4587848947858,1.3355739302618202e-25,5.93356542975695e-24,1.86208604009387,3.63532926472631,Hypothetical Protein
96,MAP_4096,1833.92227918035,1.25482251329114,0.120936078602436,10.3759153413286,3.19139134349588e-25,1.40322516288762e-23,1.25482251329114,2.38637788526804,Hypothetical Protein
97,MAP_1272c,1113.41271257672,-2.19157669773095,0.211814784977832,-10.3466653565299,4.333160897940991e-25,1.88580930915493e-23,2.19157669773095,-4.56804447727657,Hypothetical Protein
98,MAP_2988c,2202.40861137743,-1.34647749369333,0.130214049462803,-10.3404932052126,4.62152833375547e-25,1.99099175186536e-23,1.34647749369333,-2.54290487323774,amt
99,MAP_4202,2632.71632506528,1.0986795491714,0.107288854441439,10.2403884810895,1.3071046456913001e-24,5.5748013138734e-23,1.0986795491714,2.14158590536944,Hypothetical Protein
100,MAP_0542c,332.577547524749,-1.96705471100838,0.194370966555492,-10.1201056200273,4.49929828472183e-24,1.8999512063701598e-22,1.96705471100838,-3.90969132920077,Hypothetical Protein
101,MAP_0743c,1542.58959718151,-1.35262717365159,0.133808646060622,-10.108667963345,5.05670994398107e-24,2.11439881481169e-22,1.35262717365159,-2.55376747949709,Hypothetical Protein
102,MAP_1697,5158.32080526632,1.4374280468987,0.142754874571792,10.0692046503519,7.558684209650301e-24,3.1298823450639398e-22,1.4374280468987,2.70837601271817,Hypothetical Protein
103,MAP_2635c,907.88694624984,1.73077470240286,0.172018535726444,10.0615593261139,8.16940026973459e-24,3.3502396298478896e-22,1.73077470240286,3.31905998289464,Hypothetical Protein
104,MAP_0073c,8181.4153100496,-0.853376572764359,0.0857119898356137,-9.95632669829556,2.36645154660734e-23,9.56926315117995e-22,0.853376572764359,-1.80672455063583,Hypothetical Protein
105,MAP_1934,3238.30682922728,-1.37213642579237,0.137822400340573,-9.95583027433628,2.3782928347598502e-23,9.56926315117995e-22,1.37213642579237,-2.58853607752649,qcrA
106,MAP_2963c,1328.77274925076,-1.33268380190434,0.134079908891977,-9.93947425022516,2.8030259140006e-23,1.11728089001987e-21,1.33268380190434,-2.51870786961164,Hypothetical Protein
107,MAP_1233,2255.51912751805,-1.36747451726095,0.138312446277222,-9.88685077928627,4.74727169996207e-23,1.87473275929058e-21,1.36747451726095,-2.58018501119239,Hypothetical Protein
108,MAP_2263c,444.380302681163,1.44760665665826,0.146815923830241,9.86001122284318,6.20424563899552e-23,2.42762455507485e-21,1.44760665665826,2.72755191544922,proB
109,MAP_3268,1717.73648373154,1.60925855979473,0.166192389273333,9.68310622905855,3.5574003462942897e-22,1.37930113426774e-20,1.60925855979473,3.05095004876308,hsp18
110,MAP_1706,166.79153602212,2.9620967465087,0.306014814944283,9.67958609143816,3.6820362750252e-22,1.41476438855698e-20,2.9620967465087,7.792556696324,Hypothetical Protein
111,MAP_0482,297.181810084752,2.70061459578969,0.279160203749248,9.67406729010515,3.88618964836588e-22,1.47987489734647e-20,2.70061459578969,6.50078795142411,Hypothetical Protein
112,MAP_0525,356.500973068656,-1.56441898758601,0.162189285809646,-9.64563707014587,5.12917108526426e-22,1.9359216529780602e-20,1.56441898758601,-2.95758367947409,Hypothetical Protein
113,MAP_1456,1807.68408050577,2.8530951608184,0.296177134223153,9.63307031888812,5.79709225393774e-22,2.1499650837429998e-20,2.8530951608184,7.22548866200174,Hypothetical Protein
114,MAP_3563,806.147444702064,1.77005665088602,0.183745943453802,9.63317403157282,5.79124233114794e-22,2.1499650837429998e-20,1.77005665088602,3.41067349272921,Hypothetical Protein
115,MAP_0862,941.202048424195,-1.25776421612851,0.131387861945901,-9.57291029399957,1.0393787685998e-21,3.7888465368189305e-20,1.25776421612851,-2.39124875283514,Hypothetical Protein
116,MAP_1192,858.965665393198,-1.07798663463538,0.112605678807615,-9.57311075294078,1.03736484536948e-21,3.7888465368189305e-20,1.07798663463538,-2.11108787771932,Hypothetical Protein
117,MAP_1131,3041.12027611492,1.73510093544572,0.18180606786234,9.54369101013451,1.37837232144762e-21,4.91405596870194e-20,1.73510093544572,3.32902783987174,Hypothetical Protein
118,MAP_1933,1746.22870422594,-1.31377773420096,0.137663376721333,-9.54340773479932,1.38214389631379e-21,4.91405596870194e-20,1.31377773420096,-2.48591632079707,qcrC
119,MAP_2698c,3288.28894657212,-0.884170661256562,0.0926476141611214,-9.54337215547634,1.3826183264812e-21,4.91405596870194e-20,0.884170661256562,-1.84570330685635,desA2
120,MAP_1932,2959.11876705468,-1.20323592193234,0.126238944696419,-9.53141619510443,1.5515201226337301e-21,5.4687878702751e-20,1.20323592193234,-2.30255548559637,ctaE
121,MAP_1177c,3631.64830824274,-1.05064548768174,0.110369913768552,-9.51931057846947,1.74331743599434e-21,6.094466282390041e-20,1.05064548768174,-2.07145644721035,tal
122,MAP_1351c,1769.17715332383,1.41765848334099,0.149461766783002,9.48509116314168,2.4217130518195202e-21,8.3972407853742e-20,1.41765848334099,2.67151567723352,lysX
123,MAP_3553,2327.2569926162,0.949901481503188,0.100898095513197,9.41446393682371,4.75502523884947e-21,1.63549860029782e-19,0.949901481503188,1.93174073898493,Hypothetical Protein
124,MAP_3272,198.259284441614,4.25122195069672,0.452352997611957,9.3980187445194,5.56001231799307e-21,1.8970762028992401e-19,4.25122195069672,19.0434366435392,Hypothetical Protein
125,MAP_4220,218.704389974183,-2.76435663800532,0.294325424813595,-9.39217751832371,5.8772419658472e-21,1.9893997606617702e-19,2.76435663800532,-6.79444936972946,Hypothetical Protein
126,MAP_0521c,803.546863401203,-1.09598359677495,0.116837791202901,-9.38038613612327,6.5731557776138605e-21,2.2074416843719e-19,1.09598359677495,-2.13758767823431,fadA5
127,MAP_0524,696.676171458673,-1.4996310488305,0.160192313439179,-9.36144198579085,7.86557799868956e-21,2.62083516909461e-19,1.4996310488305,-2.82770388245332,fadE29
128,MAP_0187c,3528.44064865704,-0.892474069479692,0.0954412409741025,-9.35103169626494,8.67968932786011e-21,2.86968023126538e-19,0.892474069479692,-1.85635685144967,sodA
129,MAP_3830c,16886.6519488313,-0.878204265151191,0.0939767389569925,-9.34491103753975,9.19667534318167e-21,3.01721694912845e-19,0.878204265151191,-1.83808599543653,aspC
130,MAP_3204,762.241573858332,-1.16479438773814,0.124736369071077,-9.33804949119864,9.8125053007298e-21,3.19468206928341e-19,1.16479438773814,-2.24201260263751,nuoD
131,MAP_3662c,2256.72495185437,-1.20445910805703,0.129010899685783,-9.33610346870381,9.99446735018128e-21,3.22927297337297e-19,1.20445910805703,-2.30450853051673,Hypothetical Protein
132,MAP_1618c,2693.98329955655,-1.26591855299663,0.1360309961494,-9.30610367365315,1.32607852599646e-20,4.2524247468984305e-19,1.26591855299663,-2.4048027314012,Hypothetical Protein
133,MAP_3961,1733.60575836968,1.30717333137265,0.141128422173826,9.26229678783354,2.0008114616232802e-20,6.36825439091291e-19,1.30717333137265,2.47456224369835,aceA
134,MAP_3524,2266.33388009021,2.1535173990516,0.233528695935643,9.22163929543406,2.92592261495363e-20,9.24374811316833e-19,2.1535173990516,4.44911194543571,fadD7
135,MAP_1168c,942.47009779879,1.43092244388223,0.155518410781193,9.20098422234694,3.5468594399237005e-20,1.1123055522996001e-18,1.43092244388223,2.69619051829575,Hypothetical Protein
136,MAP_1707,218.909324030272,2.27779780226092,0.248741165135019,9.15730132977595,5.3211327467456405e-20,1.65654242079344e-18,2.27779780226092,4.84937157564765,Hypothetical Protein
137,MAP_1714,383.67501831905,3.21293064187039,0.350966421738493,9.15452431590269,5.45978146354527e-20,1.68738898130584e-18,3.21293064187039,9.27232183401337,fadA
138,MAP_0895c,629.233094501396,-1.45247670093102,0.158790965961081,-9.14709909433399,5.84828631658332e-20,1.7944561971387e-18,1.45247670093102,-2.73677475422594,Hypothetical Protein
139,MAP_1320c,363.032066802826,-1.42115289612056,0.156241038757372,-9.09590020281086,9.3806109165551e-20,2.8577361113648198e-18,1.42115289612056,-2.67799431145625,Hypothetical Protein
140,MAP_2837c,1772.7712019504,0.947300609101066,0.10423354256249,9.08825111199826,1.0064486838980001e-19,3.04432882044324e-18,0.947300609101066,1.92826135840772,Hypothetical Protein
141,MAP_0879c,1441.67363673839,1.15817161605326,0.127656860384916,9.07253721077817,1.16277256142152e-19,3.49241195384704e-18,1.15817161605326,2.23174410639019,Hypothetical Protein
142,MAP_2449c,611.549345452163,-1.3866082051821,0.153113032115133,-9.05610832747043,1.3518781121081802e-19,4.03200010359537e-18,1.3866082051821,-2.61463254103729,Hypothetical Protein
143,MAP_2262,227.762652464841,2.35653005375963,0.26043804966491,9.04833244140643,1.45168226542583e-19,4.2996005986397e-18,2.35653005375963,5.12137092842502,Hypothetical Protein
144,MAP_4209,816.027631626573,1.47550421761187,0.163804186558197,9.00773202818996,2.10361633631066e-19,6.18753356852756e-18,1.47550421761187,2.78080815402121,Hypothetical Protein
145,MAP_1234,1858.04253940012,-1.11773871099318,0.124789563912624,-8.95698867716059,3.33665950355023e-19,9.747159440165559e-18,1.11773871099318,-2.17006568380239,Hypothetical Protein
146,MAP_1716,232.622746197358,3.19432304996446,0.357734425510019,8.92931410056591,4.28658184411432e-19,1.2406154230044801e-17,3.19432304996446,9.15349721799159,Hypothetical Protein
147,MAP_4095c,1071.79848147241,1.09593630962555,0.122741201698484,8.92883803042552,4.3050664151151903e-19,1.2406154230044801e-17,1.09593630962555,2.13751761576893,mmaA2
148,MAP_4318c,248.197170112133,1.96511024525749,0.220771298062596,8.90111288243779,5.52894923684476e-19,1.58261533524449e-17,1.96511024525749,3.9044253930157,Hypothetical Protein
149,MAP_1317c,908.979168313285,-1.29476469793548,0.14569269077586,-8.88695713587587,6.28052252625991e-19,1.78576190496657e-17,1.29476469793548,-2.4533697798085,Hypothetical Protein
150,MAP_0884c,450.629088464787,-1.45228629417423,0.163785399616333,-8.8670070566498,7.51381516852731e-19,2.1222795823688102e-17,1.45228629417423,-2.73641357878388,Hypothetical Protein
151,MAP_2822,2333.10415667153,-0.877465620796198,0.0990311945174677,-8.86049719052339,7.965836969636661e-19,2.23515096549345e-17,0.877465620796198,-1.83714515603281,Hypothetical Protein
152,MAP_0627c,11050.5479248986,1.16176283328763,0.131552265079042,8.8311883690455,1.03569397694092e-18,2.8870815762438e-17,1.16176283328763,2.23730637782597,Hypothetical Protein
153,MAP_4238,296.081556964102,1.89289450517351,0.215004008329175,8.80399635282822,1.32028682600912e-18,3.65650864475904e-17,1.89289450517351,3.7137958337652,Hypothetical Protein
154,MAP_4207c,437.948351225344,1.94649866097745,0.22120365978222,8.79957710868721,1.3733268285579299e-18,3.7788638218061704e-17,1.94649866097745,3.85437959463593,Hypothetical Protein
155,MAP_0658c,11767.3435114909,-0.972143593066061,0.110580508469599,-8.79127439835675,1.47872913853283e-18,4.03997392696479e-17,0.972143593066061,-1.96175325377637,desA1
