,Unnamed: 0,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,ABSLFC,FC,ProteinSymbol
32,MAP_1632c,203.2310799,4.587797108,0.240279427,19.09359102,2.85e-81,3.7600000000000004e-79,4.587797108,24.04720156,Hypothetical Protein
33,MAP_2723c,1279.878228,2.509819759,0.132923721,18.88165445,1.6100000000000002e-79,2.0700000000000003e-77,2.509819759,5.69548918,Hypothetical Protein
34,MAP_2309c,1138.170606,-1.31030302,0.06971167,-18.79603554,8.14e-79,1.01e-76,1.31030302,-2.479936224,pdhA
35,MAP_0093,75.44454867,4.547072937,0.242550659,18.74689993,2.05e-78,2.48e-76,4.547072937,23.37789192,Hypothetical Protein
36,MAP_2722c,2183.690386,2.33434649,0.124917644,18.68708383,6.31e-78,7.41e-76,2.33434649,5.043224644,Hypothetical Protein
37,MAP_1519,289.2631122,-2.457156588,0.132888142,-18.49041269,2.47e-76,2.82e-74,2.457156588,-5.491333713,Hypothetical Protein
38,MAP_3712,625.1124193,-3.029892804,0.16441505,-18.42831787,7.79e-76,8.69e-74,3.029892804,-8.167490115,narU
39,MAP_1807c,206.8051249,2.420884612,0.13201561,18.33786639,4.13e-75,4.4900000000000003e-73,2.420884612,5.354992715,Hypothetical Protein
40,MAP_2117c,198.6843228,3.499146554,0.190949363,18.32499725,5.23e-75,5.55e-73,3.499146554,11.3070177,Hypothetical Protein
41,MAP_3703,556.3667974,-2.182196389,0.120424369,-18.12088699,2.1800000000000002e-73,2.26e-71,2.182196389,-4.538439701,nirD
42,MAP_0373,253.7920695,1.815311982,0.102495577,17.71112499,3.4400000000000004e-70,3.48e-68,1.815311982,3.519357281,Hypothetical Protein
43,MAP_1518,329.6607351,-2.699381203,0.155750416,-17.33145422,2.7199999999999998e-67,2.69e-65,2.699381203,-6.495232657,Hypothetical Protein
44,MAP_0145,110.8234554,2.569314653,0.14871863,17.27634692,7.089999999999999e-67,6.85e-65,2.569314653,5.935274082,Hypothetical Protein
45,MAP_0094,106.7201237,3.909330394,0.228250832,17.12734347,9.28e-66,8.78e-64,3.909330394,15.02538855,Hypothetical Protein
46,MAP_2942c,813.3475108,2.762795353,0.161694843,17.08647787,1.8700000000000001e-65,1.73e-63,2.762795353,6.787100392,mpt53
47,MAP_0100,2995.919675,1.763964453,0.104706995,16.84667251,1.11e-63,1.01e-61,1.763964453,3.396301303,Hypothetical Protein
48,MAP_3482,870.0442776,-1.758806903,0.10723491,-16.40143959,1.87e-60,1.66e-58,1.758806903,-3.384181401,acrA1
49,MAP_4201,1209.241092,2.402341294,0.147293822,16.30985782,8.4e-60,7.31e-58,2.402341294,5.286604111,sigL
50,MAP_2198,88.00631886,3.132134118,0.192185124,16.29748472,1.03e-59,8.770000000000001e-58,3.132134118,8.767309137,Hypothetical Protein
51,MAP_3230c,193.2409515,2.010166055,0.124514799,16.14399307,1.2500000000000001e-58,1.05e-56,2.010166055,4.028285833,Hypothetical Protein
52,MAP_1520,104.4485214,-2.266140311,0.140439106,-16.13610606,1.4200000000000001e-58,1.17e-56,2.266140311,-4.81034481,Hypothetical Protein
53,MAP_3255,2051.778165,1.69276256,0.105352856,16.06755257,4.31e-58,3.47e-56,1.69276256,3.232751383,Hypothetical Protein
54,MAP_2952c,254.3435871,1.610493836,0.100575168,16.01283762,1.04e-57,8.22e-56,1.610493836,3.053563477,Hypothetical Protein
55,MAP_4212,95.77759623,3.397897699,0.21374378,15.89706002,6.64e-57,5.1599999999999994e-55,3.397897699,10.54069215,Hypothetical Protein
56,MAP_3706c,346.883371,-1.551095449,0.098209159,-15.79379634,3.43e-56,2.62e-54,1.551095449,-2.930395618,Hypothetical Protein
57,MAP_1007,1493.04926,-1.291254836,0.081845467,-15.7767423,4.5e-56,3.3699999999999994e-54,1.291254836,-2.447408352,Hypothetical Protein
58,MAP_1752c,266.3075363,1.873736332,0.119887725,15.62909247,4.61e-55,3.4e-53,1.873736332,3.664804735,Hypothetical Protein
59,MAP_3236,596.2987757,1.529898575,0.097936412,15.62134602,5.21e-55,3.78e-53,1.529898575,2.887655375,catB
60,MAP_2951,239.7389054,1.489869348,0.095525449,15.59657001,7.68e-55,5.48e-53,1.489869348,2.808635387,Hypothetical Protein
61,MAP_3070,83.41322386,2.471900654,0.159896201,15.45940833,6.52e-54,4.57e-52,2.471900654,5.547741837,Hypothetical Protein
62,MAP_4060c,2838.408378,1.35994063,0.088051729,15.44479183,8.18e-54,5.6499999999999994e-52,1.35994063,2.566746166,Hypothetical Protein
63,MAP_3801,6550.771705,-0.992694573,0.064900815,-15.29556415,8.18e-53,5.56e-51,0.992694573,-1.989898125,Hypothetical Protein
64,MAP_3693,631.7949867,-1.558210959,0.1024028,-15.21648785,2.7499999999999997e-52,1.84e-50,1.558210959,-2.944884311,fadA2
65,MAP_2036,664.6736346,1.645583083,0.109323492,15.05241965,3.33e-51,2.19e-49,1.645583083,3.128742837,cysH
66,MAP_4206c,767.2603297,3.632931619,0.245904926,14.77372445,2.16e-49,1.4100000000000002e-47,3.632931619,12.40570328,Hypothetical Protein
67,MAP_4208,1240.387146,4.263801623,0.290280794,14.68854195,7.63e-49,4.880000000000001e-47,4.263801623,19.21021317,Hypothetical Protein
68,MAP_4095c,1071.798481,1.441507636,0.098167562,14.68415441,8.14e-49,5.13e-47,1.441507636,2.716045477,mmaA2
69,MAP_2701c,8611.708867,-1.218139545,0.083071269,-14.66378877,1.0999999999999999e-48,6.830000000000001e-47,1.218139545,-2.3264651,Hypothetical Protein
70,MAP_3454,630.102031,-2.499906285,0.170595889,-14.65396554,1.2699999999999999e-48,7.79e-47,2.499906285,-5.656486802,Hypothetical Protein
71,MAP_3545,2597.162161,-1.325758949,0.090669399,-14.62190078,2.0399999999999998e-48,1.2299999999999999e-46,1.325758949,-2.506647186,Hypothetical Protein
72,MAP_1788,73.94872892,2.293013649,0.156831699,14.62085573,2.0699999999999997e-48,1.2299999999999999e-46,2.293013649,4.900787694,Hypothetical Protein
73,MAP_4211,243.7553335,4.024736208,0.280012958,14.3733927,7.6e-47,4.4699999999999997e-45,4.024736208,16.27669866,Hypothetical Protein
74,MAP_3216,197.5712114,1.614907419,0.114120441,14.15090417,1.84e-45,1.07e-43,1.614907419,3.062919433,omt
75,MAP_1906c,1974.623608,-1.596527339,0.112957454,-14.13388214,2.35e-45,1.34e-43,1.596527339,-3.02414505,Hypothetical Protein
76,MAP_2787,160.7522206,1.737429634,0.123620666,14.05452415,7.23e-45,4.08e-43,1.737429634,3.334405666,clpX'
77,MAP_0825,1703.391369,-1.769417937,0.125964565,-14.04694994,8.04e-45,4.4900000000000005e-43,1.769417937,-3.409163845,fprB
78,MAP_2152c,2262.994466,2.307640217,0.164841183,13.99917288,1.58e-44,8.68e-43,2.307640217,4.950726384,Hypothetical Protein
79,MAP_3809c,429.404179,1.352115485,0.098371354,13.74501249,5.4600000000000005e-43,2.97e-41,1.352115485,2.552861882,Hypothetical Protein
80,MAP_3681,193.9872491,-2.002125131,0.145861347,-13.72622133,7.07e-43,3.8e-41,2.002125131,-4.005896457,Hypothetical Protein
81,MAP_2094c,2841.779151,-1.453116619,0.105965802,-13.71307148,8.480000000000001e-43,4.5e-41,1.453116619,-2.737988941,rocD1
82,MAP_4273c,854.3669484,-1.944206563,0.143418498,-13.55617711,7.28e-42,3.82e-40,1.944206563,-3.848260767,whiB3
83,MAP_3553,2327.256993,-1.19141023,0.087942209,-13.54764958,8.18e-42,4.24e-40,1.19141023,-2.283758708,Hypothetical Protein
84,MAP_2414c,225.7004467,1.771047427,0.130903334,13.52942944,1.0499999999999999e-41,5.3699999999999996e-40,1.771047427,3.413016589,Hypothetical Protein
85,MAP_2710c,16635.1759,-1.24295364,0.092271039,-13.47068002,2.33e-41,1.18e-39,1.24295364,-2.366825987,Hypothetical Protein
86,MAP_1002c,1066.528352,1.43593845,0.106872227,13.43602998,3.72e-41,1.86e-39,1.43593845,2.70558103,Hypothetical Protein
87,MAP_2016,141.3021117,1.715451316,0.128840541,13.31453049,1.91e-40,9.419999999999999e-39,1.715451316,3.2839936,Hypothetical Protein
88,MAP_3441,502.4254002,-1.492510604,0.112140635,-13.30927548,2.04e-40,9.99e-39,1.492510604,-2.813782087,sdhC
89,MAP_0095c,1308.293491,1.150884218,0.086947438,13.23655124,5.4e-40,2.61e-38,1.150884218,2.220499456,nuoI
90,MAP_2725c,11400.78337,7.108768115,0.539631476,13.1733756,1.25e-39,5.97e-38,7.108768115,138.0233089,Hypothetical Protein
91,MAP_1710,60.01541145,3.493827879,0.265272474,13.17071394,1.2899999999999999e-39,6.12e-38,3.493827879,11.26540971,Hypothetical Protein
92,MAP_3095c,4236.33099,-1.527724124,0.117668635,-12.98327391,1.5199999999999998e-38,7.12e-37,1.527724124,-2.883306337,nrdG
93,MAP_2835c,2026.390149,-0.783602759,0.060593235,-12.93218237,2.96e-38,1.3700000000000001e-36,0.783602759,-1.721424323,Hypothetical Protein
94,MAP_1740c,512.4696866,2.088634612,0.163753861,12.75471983,2.9300000000000002e-37,1.3400000000000002e-35,2.088634612,4.253453293,Hypothetical Protein
95,MAP_3610,640.9542524,1.702203318,0.133741425,12.7275698,4.16e-37,1.88e-35,1.702203318,3.253975341,Hypothetical Protein
96,MAP_1369,739.5303479,1.795683042,0.141346006,12.7041654,5.61e-37,2.51e-35,1.795683042,3.471798077,pks10
97,MAP_1086,55.74434977,2.766467677,0.217927802,12.69442287,6.35e-37,2.82e-35,2.766467677,6.8043987,Hypothetical Protein
98,MAP_1696c,4596.033026,-2.079117061,0.164315645,-12.65318991,1.07e-36,4.72e-35,2.079117061,-4.225485345,hsp18
99,MAP_2359c,91.61758497,2.082738132,0.165143932,12.61165398,1.82e-36,7.92e-35,2.082738132,4.23610436,Hypothetical Protein
100,MAP_1609c,8056.911214,1.069438398,0.085410538,12.52115285,5.72e-36,2.46e-34,1.069438398,2.098616274,fbpB
101,MAP_3709c,280.6981955,-1.277245591,0.1020455,-12.51643227,6.07e-36,2.5899999999999997e-34,1.277245591,-2.423757884,Hypothetical Protein
102,MAP_1496c,65.67751737,2.287793706,0.183540107,12.46481621,1.16e-35,4.9e-34,2.287793706,4.883087757,Hypothetical Protein
103,MAP_2941c,316.7871429,2.970453474,0.238330169,12.46360665,1.18e-35,4.93e-34,2.970453474,7.837825614,Hypothetical Protein
104,MAP_3272,198.2592844,3.766724839,0.302292589,12.46052657,1.23e-35,5.08e-34,3.766724839,13.6112234,Hypothetical Protein
105,MAP_0102,28711.16387,1.216988943,0.09796826,12.42227785,1.98e-35,8.119999999999999e-34,1.216988943,2.324610398,Hypothetical Protein
106,MAP_0211,976.570071,-1.16203203,0.094805115,-12.25706049,1.5399999999999999e-34,6.26e-33,1.16203203,-2.237723882,glf
107,MAP_3784,865.7069036,1.032025029,0.084223061,12.25347336,1.61e-34,6.480000000000001e-33,1.032025029,2.044892538,Hypothetical Protein
108,MAP_2885c,195.1280214,-1.803885396,0.149333939,-12.07954074,1.35e-33,5.410000000000001e-32,1.803885396,-3.49159299,Hypothetical Protein
109,MAP_2988c,2202.408611,-1.084746203,0.089831137,-12.07539214,1.42e-33,5.63e-32,1.084746203,-2.121002326,amt
110,MAP_2643,148.3362046,2.770160748,0.229592296,12.06556492,1.6100000000000002e-33,6.29e-32,2.770160748,6.821839197,Hypothetical Protein
111,MAP_3612,353.6181819,1.421445963,0.118099239,12.03602988,2.3000000000000002e-33,8.92e-32,1.421445963,2.678538371,Hypothetical Protein
112,MAP_2037,497.7449778,1.485789461,0.123822985,11.9993026,3.5800000000000004e-33,1.38e-31,1.485789461,2.800703892,Hypothetical Protein
113,MAP_2032c,314.98566,-1.287214493,0.10731278,-11.99497849,3.78e-33,1.44e-31,1.287214493,-2.440563845,Hypothetical Protein
114,MAP_0140,344.3058176,-1.745662391,0.145579514,-11.99112665,3.95e-33,1.5000000000000001e-31,1.745662391,-3.353487887,Hypothetical Protein
115,MAP_2095c,3609.497841,-1.215753402,0.101626897,-11.96290976,5.56e-33,2.0800000000000002e-31,1.215753402,-2.322620427,Hypothetical Protein
116,MAP_0060c,7531.386369,1.220446641,0.102670442,11.88703011,1.38e-32,5.14e-31,1.220446641,2.330188459,Hypothetical Protein
117,MAP_0157,1078.813216,-1.223725533,0.103321297,-11.84388473,2.3100000000000002e-32,8.53e-31,1.223725533,-2.335490429,PE
118,MAP_3210,332.1405548,1.60472881,0.135771635,11.819323,3.1e-32,1.1299999999999999e-30,1.60472881,3.041385749,nuoJ
119,MAP_0130,705.1278871,-1.417586887,0.12002831,-11.8104378,3.45e-32,1.25e-30,1.417586887,-2.671383103,Hypothetical Protein
120,MAP_0087,573.2561283,-1.850159704,0.156725752,-11.80507786,3.6700000000000005e-32,1.32e-30,1.850159704,-3.605400941,Hypothetical Protein
121,MAP_3609,2865.341294,1.288319767,0.109526696,11.7626096,6.08e-32,2.17e-30,1.288319767,2.442434321,Hypothetical Protein
122,MAP_2823,16085.90749,-1.1183437,0.095286705,-11.73661845,8.270000000000001e-32,2.9299999999999997e-30,1.1183437,-2.170975884,Hypothetical Protein
123,MAP_0210c,4746.171839,-1.282064118,0.110002283,-11.65488647,2.17e-31,7.599999999999999e-30,1.282064118,-2.431866645,pirG
124,MAP_1085,83.58814028,2.504010849,0.216497402,11.56600876,6.130000000000001e-31,2.1300000000000002e-29,2.504010849,5.672602801,Hypothetical Protein
125,MAP_2987c,1307.540382,-0.808464197,0.0699585,-11.55633976,6.86e-31,2.3700000000000002e-29,0.808464197,-1.751346076,glnB
126,MAP_3258,120.2877371,1.538555063,0.133836092,11.49581578,1.3799999999999999e-30,4.7400000000000004e-29,1.538555063,2.905034028,Hypothetical Protein
127,MAP_3631c,1469.070923,-1.158134911,0.101035464,-11.46265743,2.03e-30,6.91e-29,1.158134911,-2.231687327,ilvD
128,MAP_3201,474.4852217,1.211236126,0.106287045,11.39589609,4.38e-30,1.48e-28,1.211236126,2.315359358,nuoA
129,MAP_0787,244.9815236,1.259304676,0.110759781,11.36969269,5.92e-30,1.98e-28,1.259304676,2.393803409,Hypothetical Protein
130,MAP_1808c,165.1831604,2.679315224,0.236951898,11.30742253,1.2100000000000001e-29,4e-28,2.679315224,6.405517917,Hypothetical Protein
131,MAP_1777c,1774.296449,-1.335116767,0.119046352,-11.2151002,3.4400000000000003e-29,1.1300000000000002e-27,1.335116767,-2.52295901,Hypothetical Protein
132,MAP_4176,575.9792113,-1.038976615,0.09295311,-11.17742716,5.26e-29,1.72e-27,1.038976615,-2.054769573,Hypothetical Protein
133,MAP_2035,3548.963206,1.429427534,0.12791478,11.17484261,5.41e-29,1.7600000000000003e-27,1.429427534,2.693398193,nirA
134,MAP_3694c,38155.95421,-1.402823755,0.125564901,-11.17210098,5.58e-29,1.8000000000000003e-27,1.402823755,-2.644186167,fadE5
135,MAP_0641c,1838.784712,-0.986262757,0.088598199,-11.13186009,8.78e-29,2.8100000000000002e-27,0.986262757,-1.981046517,Hypothetical Protein
136,MAP_3209,448.0268425,1.189892919,0.106971045,11.12350472,9.640000000000001e-29,3.0600000000000002e-27,1.189892919,2.281358096,nuoI
137,MAP_1000c,297.2218985,1.238229479,0.111560572,11.09916757,1.27e-28,3.9900000000000006e-27,1.238229479,2.359088397,kdpA
138,MAP_3632,1131.737132,-2.287919631,0.206202364,-11.09550631,1.3199999999999999e-28,4.130000000000001e-27,2.287919631,-4.883513993,Hypothetical Protein
139,MAP_3785,819.1168781,1.393800382,0.125697112,11.08856328,1.43e-28,4.4300000000000005e-27,1.393800382,2.627699648,Hypothetical Protein
140,MAP_4325c,1011.963818,-1.047393097,0.094494356,-11.08418679,1.5e-28,4.6200000000000004e-27,1.047393097,-2.066791845,Hypothetical Protein
141,MAP_0354c,652.6009997,-1.331109622,0.120251364,-11.06939317,1.7699999999999999e-28,5.410000000000001e-27,1.331109622,-2.515961109,Hypothetical Protein
142,MAP_1697,5158.320805,-1.540566425,0.139194742,-11.06770561,1.8e-28,5.47e-27,1.540566425,-2.909086964,Hypothetical Protein
143,MAP_3227c,72.92058455,2.239276617,0.204166096,10.96791613,5.45e-28,1.6500000000000002e-26,2.239276617,4.72160259,Hypothetical Protein
144,MAP_3626c,5250.669532,-1.956866612,0.179999931,-10.87148532,1.5800000000000002e-27,4.7300000000000004e-26,1.956866612,-3.882178926,Hypothetical Protein
145,MAP_0313c,235.6342641,-1.040415492,0.095894219,-10.84961644,2e-27,5.97e-26,1.040415492,-2.056819927,dnaQ
146,MAP_3208,513.5404571,1.202268699,0.110965152,10.83465103,2.36e-27,6.98e-26,1.202268699,2.301012306,nuoH
147,MAP_2323c,224.9844067,1.089239649,0.101050788,10.77913065,4.3200000000000005e-27,1.27e-25,1.089239649,2.12761874,Hypothetical Protein
148,MAP_3608,1097.463935,1.186870437,0.110948025,10.69753553,1.05e-26,3.05e-25,1.186870437,2.276583598,lprK
149,MAP_1880c,778.9418153,-0.994090347,0.093071856,-10.68089096,1.25e-26,3.63e-25,0.994090347,-1.991824238,Hypothetical Protein
150,MAP_3189,1886.872369,-1.695371593,0.159365028,-10.63829131,1.98e-26,5.6999999999999995e-25,1.695371593,-3.238602922,fadE23
151,MAP_2308c,903.9202405,-0.971231657,0.091400703,-10.62608514,2.2500000000000002e-26,6.45e-25,0.971231657,-1.96051361,pdhB
152,MAP_3793,350.8526274,-1.283933844,0.120849904,-10.62420245,2.3e-26,6.54e-25,1.283933844,-2.435020375,Hypothetical Protein
153,MAP_1022c,948.673266,-0.833907113,0.079300205,-10.51582548,7.3e-26,2.06e-24,0.833907113,-1.782506222,Hypothetical Protein
154,MAP_3607,2641.577464,1.104354023,0.105107261,10.50692419,8.03e-26,2.25e-24,1.104354023,2.150025876,Hypothetical Protein
155,MAP_2125,2489.798842,1.309710169,0.125345065,10.44883717,1.48e-25,4.11e-24,1.309710169,2.478917347,Hypothetical Protein
156,MAP_2980c,766.493164,1.294508559,0.123890142,10.44884233,1.48e-25,4.11e-24,1.294508559,2.452934243,Hypothetical Protein
157,MAP_3786,480.0441775,1.137651671,0.108903718,10.44639883,1.52e-25,4.1899999999999995e-24,1.137651671,2.200225925,Hypothetical Protein
158,MAP_0910c,560.9800086,0.857552046,0.082296063,10.42032892,2e-25,5.48e-24,0.857552046,1.811961179,fadE12
159,MAP_0086,649.9422184,-1.823562821,0.175273702,-10.40408685,2.38e-25,6.459999999999999e-24,1.823562821,-3.53954231,Hypothetical Protein
160,MAP_0371,225.3292052,1.077632766,0.103600388,10.40182176,2.43e-25,6.5299999999999995e-24,1.077632766,2.110570127,Hypothetical Protein
161,MAP_3613,1083.661045,1.177828852,0.113229314,10.40215479,2.42e-25,6.5299999999999995e-24,1.177828852,2.262360524,Hypothetical Protein
162,MAP_4191c,288.8972684,-1.290857965,0.124773116,-10.34564178,4.3799999999999995e-25,1.1699999999999998e-23,1.290857965,-2.446735186,Hypothetical Protein
163,MAP_2403c,302.6149975,1.198564188,0.116046186,10.32833758,5.25e-25,1.3799999999999998e-23,1.198564188,2.295111412,Hypothetical Protein
164,MAP_2407c,595.8894725,0.951429591,0.092118311,10.32834383,5.25e-25,1.3799999999999998e-23,0.951429591,1.933787932,fadA3
165,MAP_3442,197.5296563,-1.551468507,0.150239355,-10.32664513,5.34e-25,1.4e-23,1.551468507,-2.93115347,sdhD
166,MAP_2322c,335.8466971,0.999388439,0.097039999,10.29872683,7.14e-25,1.86e-23,0.999388439,1.999152376,lppS
167,MAP_0815c,395.5292583,-0.911248689,0.088535549,-10.29246106,7.62e-25,1.9699999999999998e-23,0.911248689,-1.880672564,Hypothetical Protein
168,MAP_4024,179.3553752,-1.239784172,0.120599535,-10.2801737,8.66e-25,2.2299999999999998e-23,1.239784172,-2.361631994,Hypothetical Protein
169,MAP_2171c,108.8157723,1.741612343,0.169731749,10.26096972,1.06e-24,2.7e-23,1.741612343,3.344086911,mbtF
170,MAP_2199,127.3092026,1.893675013,0.184888746,10.24224054,1.2799999999999999e-24,3.2599999999999994e-23,1.893675013,3.715805565,Hypothetical Protein
171,MAP_2079,851.4933304,0.999457903,0.097733848,10.22632307,1.51e-24,3.8199999999999996e-23,0.999457903,1.999248636,Hypothetical Protein
172,MAP_1857,262.2674288,1.293376392,0.126498568,10.22443503,1.5399999999999999e-24,3.88e-23,1.293376392,2.451010037,Hypothetical Protein
173,MAP_1903c,461.8860775,-1.217656635,0.119238488,-10.21194293,1.75e-24,4.38e-23,1.217656635,-2.325686498,pbpB
174,MAP_1474c,2067.78591,1.182369255,0.116026244,10.19053286,2.19e-24,5.429999999999999e-23,1.182369255,2.269491768,sigF
175,MAP_3144c,628.5378023,-1.043272578,0.102396593,-10.18854778,2.23e-24,5.51e-23,1.043272578,-2.060897249,Hypothetical Protein
176,MAP_3961,1733.605758,-1.321178636,0.129924729,-10.16880042,2.73e-24,6.72e-23,1.321178636,-2.498701625,aceA
177,MAP_3865c,77.45550017,-1.413264678,0.139969393,-10.0969551,5.7e-24,1.39e-22,1.413264678,-2.66339181,Hypothetical Protein
178,MAP_2998c,110.6433571,-1.347136887,0.133428578,-10.0963145,5.74e-24,1.39e-22,1.347136887,-2.544067391,Hypothetical Protein
179,MAP_3633,678.5203359,-1.736105925,0.17246879,-10.0662034,7.79e-24,1.88e-22,1.736105925,-3.331347666,Hypothetical Protein
180,MAP_1904c,196.1641849,-1.504143212,0.149856264,-10.03723948,1.0499999999999999e-23,2.51e-22,1.504143212,-2.836561634,Hypothetical Protein
181,MAP_2410,557.3737204,1.068846413,0.106604943,10.02623688,1.1699999999999998e-23,2.7900000000000003e-22,1.068846413,2.097755319,Hypothetical Protein
182,MAP_1966c,2849.906254,-0.968729626,0.09679086,-10.0084825,1.4e-23,3.33e-22,0.968729626,-1.957116485,glnA2
183,MAP_2932c,350.9871185,1.012680295,0.102009531,9.927310602,3.1699999999999996e-23,7.49e-22,1.012680295,2.0176561,Hypothetical Protein
184,MAP_1278c,186.1400743,1.293213387,0.130424362,9.915428148,3.5699999999999997e-23,8.39e-22,1.293213387,2.450733121,Hypothetical Protein
185,MAP_0781,161.375303,1.520206877,0.153793234,9.88474486,4.8499999999999996e-23,1.13e-21,1.520206877,2.868321773,fadD16
186,MAP_2115c,27.09974045,2.853741748,0.289090634,9.87144311,5.539999999999999e-23,1.29e-21,2.853741748,7.228727707,Hypothetical Protein
187,MAP_3908,260.6899064,1.126031449,0.114504609,9.833939944,8.039999999999999e-23,1.86e-21,1.126031449,2.182575331,lpqM
188,MAP_1523,951.0905839,-1.375755624,0.139992719,-9.827336944,8.589999999999999e-23,1.98e-21,1.375755624,-2.595037927,Hypothetical Protein
189,MAP_2619c,598.200118,0.914932723,0.093158668,9.821230168,9.119999999999999e-23,2.0900000000000002e-21,0.914932723,1.885481145,narH
190,MAP_0827c,1335.281673,-1.108612915,0.112897547,-9.819636898,9.269999999999999e-23,2.11e-21,1.108612915,-2.156382214,citA
191,MAP_2341c,450.8335728,1.090345745,0.111273766,9.798767341,1.14e-22,2.58e-21,1.090345745,2.129250584,Hypothetical Protein
192,MAP_1970,5677.884359,-1.135643298,0.115928038,-9.796105527,1.17e-22,2.64e-21,1.135643298,-2.197165126,panB
